SEGMENT_KEY,CORRIDOR,CORR_MP_FLOAT,CORR_ENDMP_FLOAT,DEPT_ID,SEC_LNT_MI,SIGNED_ROUTE,TOTAL_CRASHES,AVG_CRASHES,PER_100M_VMT,TYC_AADT
C000001_393+0.056_396+0.289_N-1,C000001,393.056,396.289,N-1,3.213,US-2,11,2.2,72.31369338580878,2592.75
C000014_252+0.352_265+0.106_P-14,C000014,252.352,265.106,P-14,12.715,US-12,13,2.6,258.3253987569351,216.75
C000004_000+0.000_004+0.525_N-4,C000004,0.0,4.525,N-4,4.522,US-310,5,1.0,32.08553159361075,1887.25
C000001_254+0.630_254+0.754_N-1,C000001,254.63,254.754,N-1,0.124,US-2,0,0.0,0.0,3206.75
C000090_120+0.660_125+0.747_I-90,C000090,120.66,125.747,I-90,5.021,I-90,106,21.2,84.4522884841855,13690.0
C000001_253+0.495_254+0.182_N-1,C000001,253.495,254.182,N-1,0.681,US-2,6,1.2,144.63630662651698,3336.0
C000004_043+1.140_045+0.842_N-4,C000004,44.14,45.842,N-4,2.028,US-310,13,2.6,67.10079188073549,5231.75
C000078_047+0.328_047+0.776_P-78,C000078,47.328,47.776,P-78,0.448,MT-78,9,1.8,187.05771326045843,5881.5
C000019_007+0.969_008+0.155_P-19,C000019,7.969,8.155,P-19,0.213,MT-1,0,0.0,0.0,5799.5
C000005_014+0.480_015+0.068_N-5,C000005,14.48,15.068,N-5,0.588,MT-200/US-93,12,2.4,126.25169321669286,8852.5
C000031_054+0.642_060+0.852_P-31,C000031,54.642,60.852,P-31,6.218,MT-24,0,0.0,0.0,26.0
C000001_423+1.003_425+0.605_N-1,C000001,424.003,425.605,N-1,1.601,US-2,5,1.0,51.608994186115105,3314.0
C000001_252+0.510_253+0.495_N-1,C000001,252.51,253.495,N-1,0.982,US-2,2,0.4,49.98843049019074,2231.25
C000432_000+0.000_000+0.182_S-432,C000432,0.0,0.182,S-432,0.182,S-432,0,0.0,0.0,469.25
C000001_243+0.365_249+0.272_N-1,C000001,243.365,249.272,N-1,6.002,US-2,8,1.6,35.589965116999295,2051.0
C000090_342+0.798_350+0.276_I-90,C000090,342.798,350.276,I-90,7.458,I-90,133,26.6,89.15095870768225,10954.75
C000001_321+0.749_322+0.106_N-1,C000001,321.749,322.106,N-1,0.383,US-2,1,0.2,69.76739865335288,2049.5
C000060_075+0.148_080+0.982_N-60,C000060,75.148,80.982,N-60,5.708,MT-200/MT-3/US-87/US-89,56,11.2,131.88101006325695,4074.0
C000001_223+0.919_224+0.071_N-1,C000001,223.919,224.071,N-1,0.157,US-2,0,0.0,0.0,2062.5
C000022_006+0.587_011+0.427_P-22,C000022,6.587,11.427,P-22,4.803,MT-5,4,0.8,74.86021905962433,609.25
C000007_092+0.608_092+0.932_N-7,C000007,92.608,92.932,N-7,0.323,US-93,19,3.8,249.46311359447313,12913.5
C000014_146+0.084_151+0.974_P-14,C000014,146.084,151.974,P-14,5.904,US-12,6,1.2,124.64723958666296,446.5
C000518_003+0.322_004+0.521_U-5832,C000518,3.322,4.521,U-5832,1.186,S-518,6,1.2,108.436348255752,2555.0
C000084_027+0.782_029+0.078_P-84,C000084,27.782,29.078,P-84,1.26,MT-84,49,9.8,227.35723920650094,9367.333333333334
C000004_042+0.856_043+1.140_N-4,C000004,42.856,44.14,N-4,1.206,US-310,9,1.8,50.34682999769055,8117.5
C000007_000+0.009_000+0.175_N-7,C000007,0.009,0.175,N-7,0.166,US-93,3,0.6,1064.501325252699,929.75
C000001_221+1.976_223+0.919_N-1,C000001,222.976,223.919,N-1,2.406,US-2,9,1.8,55.12776783401887,3716.0
C000001_221+1.121_221+1.869_N-1,C000001,222.121,222.869,N-1,0.748,US-2,10,2.0,127.28544685651747,5752.0
C000008_058+0.337_059+0.877_N-8,C000008,58.337,59.877,N-8,1.553,US-12,19,3.8,105.85514413221912,6329.5
C000014_043+0.780_045+0.105_P-14,C000014,43.78,45.105,P-14,1.323,US-12,1,0.2,44.309772441493756,934.2
C000059_009+0.172_014+0.612_P-59,C000059,9.172,14.612,P-59,5.452,US-89,39,7.8,264.6506207047323,1480.25
C000001_221+0.969_221+1.121_N-1,C000001,221.969,222.121,N-1,0.152,US-2,0,0.0,0.0,6154.0
C000263_014+0.800_014+0.847_S-263,C000263,14.8,14.847,S-263,0.047,S-263,0,0.0,0.0,4170.333333333333
C000014_099+0.843_100+0.329_P-14,C000014,99.843,100.329,P-14,0.415,US-12,0,0.0,0.0,2597.5
C000030_023+0.785_024+0.126_P-30,C000030,23.785,24.126,P-30,0.39,MT-5,2,0.4,1009.0191173807076,278.3333333333333
C000057_290+0.109_296+0.810_N-57,C000057,290.109,296.81,N-57,6.737,MT-200/MT-3/US-87,10,2.0,101.77047658161865,798.75
C000005_102+0.688_103+0.552_N-5,C000005,102.688,103.552,N-5,0.867,MT-200/US-93,33,6.6,166.86712567435458,12491.75
C000024_112+0.452_113+0.377_N-24,C000024,112.452,113.377,N-24,0.923,MT-200,2,0.4,86.44424171824221,1372.75
C000062_018+0.734_024+1.061_N-62,C000062,18.734,25.061,N-62,6.162,MT-16,7,1.4,62.68231930502221,992.5
C000001_221+0.479_221+0.547_N-1,C000001,221.479,221.547,N-1,0.067,US-2,0,0.0,0.0,5505.0
C000001_540+0.411_541+0.359_N-1,C000001,540.411,541.359,N-1,0.961,US-2,8,1.6,72.79777190953422,6262.5
C000467_003+0.005_006+0.656_S-467,C000467,3.005,6.656,S-467,3.642,S-467,2,0.4,477.3629751299905,63.0
C000061_088+0.693_102+0.289_N-61,C000061,88.693,102.289,N-61,13.77,US-87,19,3.8,126.62704139323054,596.75
C000001_453+0.207_453+0.876_N-1,C000001,453.207,453.876,N-1,0.669,US-2,0,0.0,0.0,1241.5
C000027_033+0.620_034+0.766_P-27,C000027,33.62,34.766,P-27,1.146,MT-7,0,0.0,0.0,928.25
C000001_220+0.886_221+0.479_N-1,C000001,220.886,221.479,N-1,0.594,US-2,2,0.4,73.31701721768769,2515.0
C000029_034+0.223_039+0.379_P-29,C000029,34.223,39.379,P-29,5.152,MT-287,23,4.6,127.12046339863207,1923.25
C000026_002+0.671_002+0.892_P-26,C000026,2.6710000000000003,2.892,P-26,0.221,MT-23,2,0.4,335.9474318462038,1475.25
C001030_000+0.000_000+0.364_N-115,C001030,0.0,0.364,N-115,0.364,BR I-90,22,4.4,160.34992098533155,20642.0
C000002_070+0.504_075+0.468_P-2,C000002,70.504,75.468,P-2,4.966,US-12,2,0.4,29.40771249608694,750.0
C000091_000+0.000_000+0.059_P-91,C000091,0.0,0.059,P-91,0.059,BR I-90/US-191,0,0.0,0.0,2456.5
C000016_025+0.167_034+0.375_N-16,C000016,25.167,34.375,N-16,9.144,BR I-90/US-87,28,5.6,66.6847034118761,2514.75
C000001_214+0.967_216+0.083_N-1,C000001,214.967,216.083,N-1,1.12,US-2,4,0.8,109.29731488412145,1789.5
C000001_214+0.674_214+0.967_N-1,C000001,214.674,214.967,N-1,0.293,US-2,0,0.0,0.0,1789.5
C000025_052+0.606_052+0.673_P-25,C000025,52.606,52.673,P-25,0.066,MT-13,3,0.6,411.60696574487054,6047.75
C000534_025+0.156_026+0.909_S-534,C000534,25.156,26.909,S-534,1.752,S-534,1,0.2,76.0172262770257,411.2
C000001_258+0.269_261+0.304_N-1,C000001,258.269,261.304,N-1,3.028,US-2,15,3.0,165.8508440429078,1635.75
C000218_024+0.768_029+0.265_S-218,C000218,24.768,29.265,S-218,4.499,S-218,0,0.0,0.0,24.0
C000057_324+0.919_325+0.052_N-57,C000057,324.919,325.052,N-57,0.094,MT-200/MT-3/US-87,5,1.0,1973.5812934554972,1476.0
C000001_612+0.509_614+0.042_N-1,C000001,612.509,614.042,N-1,1.551,US-2,8,1.6,50.43265631813044,5601.0
C000001_210+0.899_214+0.674_N-1,C000001,210.899,214.674,N-1,3.745,US-2,9,1.8,73.54585674445558,1789.5
C000005_023+0.568_024+0.587_N-5,C000005,23.568,24.587,N-5,1.014,MT-200/US-93,7,1.4,45.81419843122906,8252.0
C000003_066+0.409_068+0.241_P-3,C000003,66.409,68.241,P-3,1.548,US-89,1,0.2,68.29650987678447,518.0
C000090_319+0.450_321+0.717_I-90,C000090,319.45,321.717,I-90,2.269,I-90,155,31.0,339.58835585136956,11016.5
C000295_000+0.000_002+0.282_S-295,C000295,0.0,2.282,S-295,2.272,S-295,2,0.4,50.195957629741564,960.4
C000028_099+0.582_101+0.705_P-28,C000028,99.582,101.705,P-28,2.2,US-212,16,3.2,99.63826659440456,3997.3333333333335
C000001_617+0.154_619+0.140_N-1,C000001,617.154,619.14,N-1,1.989,US-2,1,0.2,18.411027483603114,1495.5
C000001_210+0.728_210+0.899_N-1,C000001,210.728,210.899,N-1,0.17,US-2,2,0.4,360.03821373592945,1789.5
C000090_089+0.501_095+0.972_I-90,C000090,89.501,95.972,I-90,6.464,I-90,131,26.2,91.38431389652727,12145.0
C000057_010+0.428_021+0.246_N-57,C000057,10.428,21.246,N-57,10.877,MT-200/MT-3/US-87,65,13.0,149.4544738240512,2189.75
C000001_589+0.333_590+0.367_N-1,C000001,589.333,590.367,N-1,1.054,US-2,4,0.8,81.48792880339033,2550.5
C000001_197+0.717_207+0.924_N-1,C000001,197.717,207.924,N-1,10.017,US-2,77,15.4,230.25904341558328,1828.25
C000001_644+0.554_644+0.621_N-1,C000001,644.554,644.621,N-1,0.068,US-2,0,0.0,0.0,1975.25
C000004_052+0.359_053+0.798_N-4,C000004,52.359,53.798,N-4,1.552,US-310,25,5.0,72.38535479414578,12187.0
C000001_197+0.518_197+0.717_N-1,C000001,197.518,197.717,N-1,0.199,US-2,0,0.0,0.0,1946.0
C000090_064+0.910_066+0.549_I-90,C000090,64.91,66.549,I-90,1.696,I-90,32,6.4,133.50034760820512,7740.0
C000001_279+0.440_279+0.787_N-1,C000001,279.44,279.787,N-1,0.347,US-2,5,1.0,354.0612515307905,2228.75
C000001_195+0.727_197+0.518_N-1,C000001,195.727,197.518,N-1,1.784,US-2,7,1.4,110.42300987966154,1946.0
C000001_179+0.857_195+0.727_N-1,C000001,179.857,195.727,N-1,15.062,US-2,54,10.8,108.26617246729313,1813.5
C000239_011+0.525_011+0.728_S-239,C000239,11.525,11.728,S-239,0.203,S-239,0,0.0,0.0,207.66666666666666
C000001_174+0.468_174+0.646_N-1,C000001,174.468,174.646,N-1,0.178,US-2,0,0.0,0.0,2058.75
C000050_068+0.641_075+0.768_N-50,C000050,68.641,75.768,N-50,7.088,US-191/US-20/US-287,173,34.6,136.33843938082518,9804.0
C000001_174+0.021_174+0.468_N-1,C000001,174.021,174.468,N-1,0.446,US-2,0,0.0,0.0,2058.75
C000053_040+0.518_044+0.840_N-53,C000053,40.518,44.84,N-53,4.281,MT-3,9,1.8,61.14941671193082,1882.8
C000011_043+0.358_049+0.840_N-11,C000011,43.358,49.84,N-11,6.438,US-89,56,11.2,125.84666567185192,3785.25
C000094_198+0.366_204+0.024_I-94,C000094,198.366,204.024,I-94,5.664,I-94,37,7.4,85.47327798882958,4185.5
C000282_002+0.255_003+0.579_S-282,C000282,2.255,3.5789999999999997,S-282,1.338,S-282,8,1.6,356.5601074008962,918.3333333333334
C000001_319+0.793_321+0.502_N-1,C000001,319.793,321.502,N-1,1.698,US-2,0,0.0,0.0,1634.25
C000015_301+0.417_302+0.356_I-15,C000015,301.417,302.356,I-15,0.944,I-15,3,0.6,45.4679027118848,3827.75
C000001_590+0.896_591+0.422_N-1,C000001,590.896,591.422,N-1,0.502,US-2,0,0.0,0.0,4260.75
C000003_041+0.299_041+0.507_P-3,C000003,41.299,41.507,P-3,0.209,US-89,3,0.6,233.38335403752916,3368.25
C000057_304+0.695_312+0.519_N-57,C000057,304.695,312.519,N-57,7.839,MT-200/MT-3/US-87,4,0.8,29.775857456206477,938.5
C000003_000+0.000_001+0.728_N-3,C000003,0.0,1.728,N-3,1.272,MT-200/US-89,15,3.0,112.66711995022543,5732.0
C000005_112+0.179_112+0.318_N-5,C000005,112.179,112.318,N-5,0.139,MT-200/US-93,22,4.4,506.4203779275763,17115.75
C000050_086+0.355_087+0.211_N-50,C000050,86.355,87.211,N-50,0.846,US-191/US-20/US-287,2,0.4,6.368740086611438,20328.5
C000001_151+0.683_153+0.255_N-1,C000001,151.683,153.255,N-1,1.554,US-2,14,2.8,85.66636061117175,5759.25
C000010_091+0.499_101+0.733_N-10,C000010,91.499,101.733,N-10,10.194,US-87,24,4.8,71.44120789201526,1804.75
C000574_000+0.000_003+0.728_S-574,C000574,0.0,3.7279999999999998,S-574,3.733,S-574,20,4.0,200.66168415895146,1462.2
C000280_003+0.603_004+0.332_S-280,C000280,3.6029999999999998,4.332,S-280,0.706,S-280,6,1.2,136.61724133953666,3406.75
C000005_129+0.138_129+0.987_N-5,C000005,129.138,129.987,N-5,0.849,MT-200/US-93,4,0.8,39.06023692463632,6605.666666666667
C000039_000+0.000_000+0.452_P-39,C000039,0.0,0.452,P-39,0.452,MT-39,4,0.8,194.63522264576144,2490.0
C000001_150+0.456_151+0.277_N-1,C000001,150.456,151.277,N-1,0.803,US-2,2,0.4,23.683601563736154,5759.25
C000037_036+0.990_038+0.666_N-37,C000037,36.99,38.666,N-37,1.71,US-212,3,0.6,24.797546076500147,3874.5
C000001_221+1.869_221+1.976_N-1,C000001,222.869,222.976,N-1,0.108,US-2,1,0.2,88.1569576376621,5752.0
C000007_076+0.856_080+0.640_N-7,C000007,76.856,80.64,N-7,3.76,US-93,74,14.8,70.51783476336203,15284.25
C000001_255+0.426_255+0.856_N-1,C000001,255.426,255.856,N-1,0.431,US-2,0,0.0,0.0,2904.25
C000032_046+0.728_050+0.876_P-32,C000032,46.728,50.876,P-32,4.134,MT-13,1,0.2,16.239463298482715,815.75
C000007_092+0.262_092+0.292_N-7,C000007,92.262,92.292,N-7,0.031,US-93,16,3.2,1038.087110497251,27228.5
C000090_277+0.433_278+0.056_I-90,C000090,277.433,278.056,I-90,0.647,I-90,28,5.6,150.37038779453906,15761.25
C000001_255+0.152_255+0.426_N-1,C000001,255.152,255.426,N-1,0.274,US-2,2,0.4,120.38577559187813,3320.5
C000024_100+0.431_109+0.079_N-24,C000024,100.431,109.079,N-24,8.632,MT-200,35,7.0,165.12555355527618,1344.75
C000018_009+0.509_017+0.225_N-18,C000018,9.509,17.225,N-18,7.713,MT-59,8,1.6,105.18943504874002,540.0
C000001_146+0.837_147+0.033_N-1,C000001,146.837,147.033,N-1,0.197,US-2,1,0.2,39.977343120627786,6953.75
C000016_001+0.604_001+0.963_N-16,C000016,1.604,1.963,N-16,0.36,BR I-90/US-87,35,7.0,163.35800980223485,32593.0
C000001_505+0.534_512+0.973_N-1,C000001,505.534,512.973,N-1,7.507,US-2,13,2.6,77.68719309267446,1220.75
C000447_032+0.317_043+0.722_S-447,C000447,32.317,43.722,S-447,11.281,S-447,5,1.0,379.26403213809374,64.0
C000046_026+0.189_026+0.717_P-46,C000046,26.189,26.717,P-46,0.528,MT-43,0,0.0,0.0,476.5
C000001_144+0.476_146+0.837_N-1,C000001,144.476,146.837,N-1,2.364,US-2,44,8.8,120.3039920913407,8472.75
C000005_111+0.604_111+0.673_N-5,C000005,111.604,111.673,N-5,0.07,MT-200/US-93,4,0.8,190.1446542570279,16458.0
C000034_007+0.220_012+0.263_N-34,C000034,7.22,12.263,N-34,5.033,MT-16,2,0.4,95.0313305039801,229.0
C000001_143+0.380_144+0.476_N-1,C000001,143.38,144.476,N-1,0.951,US-2,19,3.8,125.55739474439403,8714.25
C000007_037+0.911_038+0.606_N-7,C000007,37.911,38.606,N-7,0.661,US-93,14,2.8,271.3566578079062,4274.5
C000001_142+0.642_143+0.380_N-1,C000001,142.642,143.38,N-1,0.773,US-2,17,3.4,141.24477504440947,8527.0
C000020_001+0.180_002+0.419_N-20,C000020,1.18,2.419,N-20,1.204,MT-16,10,2.0,115.87180124299697,3925.5
C000494_009+0.236_016+0.938_S-494,C000494,9.236,16.938,S-494,7.688,S-494,0,0.0,0.0,11.4
C000001_142+0.527_142+0.642_N-1,C000001,142.527,142.642,N-1,0.115,US-2,5,1.0,279.2383915839604,8527.0
C000047_001+0.724_005+0.884_P-47,C000047,1.724,5.884,P-47,4.105,MT-48,27,5.4,213.48648792830562,1687.25
C000438_031+0.330_048+0.253_S-438,C000438,31.33,48.253,S-438,16.912,S-438,1,0.2,59.96674791057622,54.0
C000001_140+0.507_142+0.527_N-1,C000001,140.507,142.527,N-1,2.198,US-2,65,13.0,189.9278414094726,8527.0
C000001_138+0.231_140+0.232_N-1,C000001,138.231,140.232,N-1,1.899,US-2,45,9.0,152.0444351722815,8535.25
C000489_016+0.187_018+0.099_S-489,C000489,16.187,18.099,S-489,1.907,S-489,1,0.2,265.90394354055184,108.0
C000225_038+0.165_045+0.085_S-225,C000225,38.165,45.085,S-225,7.002,S-225,0,0.0,0.0,22.5
C000050_089+0.637_090+0.189_N-50,C000050,89.637,90.189,N-50,0.377,US-191/US-20/US-287,0,0.0,0.0,11208.75
C000001_220+0.012_220+0.886_N-1,C000001,220.012,220.886,N-1,0.874,US-2,2,0.4,56.26004524866042,2227.5
C000251_031+0.700_035+0.149_S-251,C000251,31.7,35.149,S-251,3.445,S-251,0,0.0,0.0,76.75
C000006_085+0.035_095+0.623_P-6,C000006,85.035,95.623,P-6,10.581,MT-200,60,12.0,155.97410517968197,1991.0
C000026_000+0.000_000+0.802_P-26,C000026,0.0,0.802,P-26,0.802,MT-23,4,0.8,110.58288003844216,2470.0
C000001_137+0.413_138+0.231_N-1,C000001,137.413,138.231,N-1,0.847,US-2,27,5.4,126.07124670542557,13847.25
C000086_027+0.838_030+0.966_P-86,C000086,27.838,30.966,P-86,3.131,MT-86,2,0.4,89.46834369911626,391.0
C000038_000+0.000_001+0.067_N-38,C000038,0.0,1.067,N-38,1.055,MT-40,73,14.6,284.9167529840834,13300.0
C000001_450+0.804_453+0.207_N-1,C000001,450.804,453.207,N-1,2.399,US-2,5,1.0,99.79479172029858,1143.75
C000463_000+0.800_000+0.889_S-463,C000463,0.8,0.889,S-463,0.089,S-463,0,0.0,0.0,1515.25
C000015_278+0.765_280+0.247_I-15,C000015,278.765,280.247,I-15,1.534,I-15,27,5.4,91.74003449414695,10507.0
C000031_003+0.861_012+0.963_P-31,C000031,3.8609999999999998,12.963,P-31,9.11,MT-24,21,4.2,135.7794226063267,929.75
C000001_604+0.813_610+0.780_N-1,C000001,604.813,610.78,N-1,5.975,US-2,5,1.0,20.83803297181015,2199.25
C000252_000+0.000_000+0.217_S-252,C000252,0.0,0.217,S-252,0.217,S-252,0,0.0,0.0,554.0
C001207_001+0.212_001+0.298_P-118,C001207,1.212,1.298,P-118,0.085,S-570,1,0.2,24.7612753067043,26020.0
C000004_026+0.256_029+0.824_N-4,C000004,26.256,29.824,N-4,3.611,US-310,19,3.8,61.65050398830796,4674.0
C000090_131+0.640_137+0.824_I-90,C000090,131.64,137.824,I-90,6.177,I-90,109,21.8,85.09679013866334,11356.25
C000002_090+0.128_095+0.498_P-2,C000002,90.128,95.498,P-2,5.378,US-12,2,0.4,29.587592133949663,688.3333333333334
C000006_082+0.452_085+0.035_P-6,C000006,82.452,85.035,P-6,2.586,MT-200,26,5.2,191.8501563621572,2870.0
C000001_221+0.547_221+0.969_N-1,C000001,221.547,221.969,N-1,0.422,US-2,9,1.8,212.16413056744668,5505.0
C000003_020+0.078_022+0.610_P-3,C000003,20.078,22.61,P-3,2.514,US-89,6,1.2,75.67109221217511,1727.25
C000001_391+0.009_391+0.191_N-1,C000001,391.009,391.191,N-1,0.182,US-2,0,0.0,0.0,3579.5
C000215_000+0.046_004+0.028_S-215,C000215,0.046,4.028,S-215,3.962,S-215,1,0.2,36.32704689015947,380.5
C000004_042+0.508_042+0.733_N-4,C000004,42.508,42.733,N-4,0.225,US-310,4,0.8,202.14717571494796,4816.25
C000042_000+0.000_001+1.001_P-42,C000042,0.0,2.001,P-42,1.996,MT-24,2,0.4,249.71222351797067,219.75
C000001_136+0.398_136+0.641_N-1,C000001,136.398,136.641,N-1,0.243,US-2,6,1.2,68.19012544385039,19830.0
C000014_045+0.105_057+0.130_P-14,C000014,45.105,57.13,P-14,12.093,US-12,5,1.0,50.94052457890596,444.5
C000037_017+0.130_017+0.355_N-37,C000037,17.13,17.355,N-37,0.225,US-212,1,0.2,100.70245501004533,2417.0
C000008_013+0.145_021+0.164_N-8,C000008,13.145,21.164,N-8,8.07,US-12,35,7.0,81.7542288835663,2905.25
C000001_499+0.533_499+0.952_N-1,C000001,499.533,499.952,N-1,0.42,US-2,0,0.0,0.0,1303.6666666666667
C000005_000+0.073_000+0.112_N-5,C000005,0.073,0.112,N-5,0.039,MT-200/US-93,1,0.2,118.33216943882287,11866.75
C000060_049+0.932_053+0.345_P-60,C000060,49.932,53.345,P-60,3.407,US-89,15,3.0,316.83539722368323,761.0
C000001_136+0.268_136+0.398_N-1,C000001,136.268,136.398,N-1,0.131,US-2,3,0.6,62.095044791550094,20197.25
C000463_006+0.083_014+0.344_S-463,C000463,6.083,14.344,S-463,8.17,S-463,0,0.0,0.0,261.0
C000020_053+0.214_053+0.382_N-20,C000020,53.214,53.382,N-20,0.168,MT-16,0,0.0,0.0,5368.75
C000232_024+0.015_032+0.464_S-232,C000232,24.015,32.464,S-232,8.46,S-232,2,0.4,92.47638060762901,140.0
C000451_000+0.020_009+0.122_S-451,C000451,0.02,9.122,S-451,9.042,S-451,4,0.8,26.043241412968587,930.25
C000004_054+0.490_054+0.674_N-4,C000004,54.49,54.674,N-4,0.184,US-310,5,1.0,118.23979843856418,12586.0
C000109_000+0.000_000+0.394_N-109,C000109,0.0,0.394,N-109,0.394,ALT US-93,67,13.4,1082.0597299470974,8606.5
C000348_006+0.252_012+0.351_S-348,C000348,6.252,12.350999999999999,S-348,6.084,S-348,1,0.2,43.64314752721528,206.25
C000365_000+0.000_000+0.473_S-365,C000365,0.0,0.473,S-365,0.473,S-365,0,0.0,0.0,265.5
C000081_019+0.470_027+0.887_P-81,C000081,19.47,27.887,P-81,8.415,MT-81,9,1.8,213.57035998357372,274.25
C000001_135+0.891_136+0.268_N-1,C000001,135.891,136.268,N-1,0.369,US-2,8,1.6,53.929868668695235,22015.75
C000052_016+0.435_026+0.012_P-52,C000052,16.435,26.012,P-52,9.558,MT-35,80,16.0,177.16739192704156,2587.25
C000090_316+0.578_319+0.450_I-90,C000090,316.578,319.45,I-90,2.865,I-90,197,39.4,227.61469929424155,16544.0
C000015_052+0.411_055+0.794_I-15,C000015,52.411,55.794,I-15,3.401,I-15,12,2.4,43.160527760663676,4477.0
C000001_590+0.584_590+0.896_N-1,C000001,590.584,590.896,N-1,0.312,US-2,1,0.2,28.30514556920281,6201.25
C000001_136+0.641_137+0.413_N-1,C000001,136.641,137.413,N-1,0.755,US-2,26,5.2,95.78598380255258,19689.0
C000090_377+0.812_384+0.808_I-90,C000090,377.812,384.808,I-90,7.007,I-90,100,20.0,72.06718407830449,10845.0
C000001_135+0.285_135+0.891_N-1,C000001,135.285,135.891,N-1,0.606,US-2,19,3.8,77.99140042001284,22015.75
C000004_042+0.733_042+0.856_N-4,C000004,42.733,42.856,N-4,0.123,US-310,3,0.6,164.54817609001296,8117.5
C000001_501+0.490_505+0.534_N-1,C000001,501.49,505.534,N-1,3.996,US-2,5,1.0,57.1391827473063,1199.25
C000014_002+0.398_011+0.766_P-14,C000014,2.398,11.766,P-14,9.317,US-12,34,6.8,147.01267595284395,1359.4
C000008_043+0.816_044+0.270_N-8,C000008,43.816,44.27,N-8,0.453,US-12,49,9.8,323.2299903473534,18326.75
C000001_134+0.887_135+0.285_N-1,C000001,134.887,135.285,N-1,0.388,US-2,11,2.2,72.18215956773558,21509.5
C000090_161+0.658_166+0.088_I-90,C000090,161.658,166.088,I-90,4.023,I-90,39,7.8,44.3045410370317,11983.0
C000001_133+0.919_134+0.887_N-1,C000001,133.919,134.887,N-1,1.0,US-2,50,10.0,127.30308141946094,21509.5
C000019_057+0.449_061+0.159_P-19,C000019,57.449,61.159,P-19,3.709,MT-1,7,1.4,77.21862391702064,1338.5
C000008_102+0.630_103+0.063_N-8,C000008,102.63,103.063,N-8,0.46,US-12,6,1.2,114.76398433721799,6224.25
C000053_002+0.207_002+0.437_N-53,C000053,2.207,2.437,N-53,0.231,MT-3,10,2.0,195.8414044055961,12105.5
C000001_280+0.768_281+0.201_N-1,C000001,280.768,281.201,N-1,0.416,US-2,1,0.2,118.86723518804894,1107.5
C000037_060+0.880_061+0.061_N-37,C000037,60.88,61.061,N-37,0.179,US-212,3,0.6,441.69441444963115,2078.0
C000236_089+0.024_089+0.550_S-236,C000236,89.024,89.55,S-236,0.527,S-236,0,0.0,0.0,476.6666666666667
C000008_077+0.298_077+0.565_N-8,C000008,77.298,77.565,N-8,0.267,US-12,0,0.0,0.0,7113.0
C000029_074+0.029_074+0.234_P-29,C000029,74.029,74.234,P-29,0.205,MT-287,0,0.0,0.0,646.0
C000027_035+0.544_035+0.749_P-27,C000027,35.544,35.749,P-27,0.205,MT-7,0,0.0,0.0,3418.5
C000003_041+0.507_041+0.945_P-3,C000003,41.507,41.945,P-3,0.437,US-89,4,0.8,320.9713482731323,1561.75
C000001_124+0.603_125+0.635_N-1,C000001,124.603,125.635,N-1,1.019,US-2,89,17.8,264.04424794645996,18115.0
C000001_281+0.201_281+0.752_N-1,C000001,281.201,281.752,N-1,0.551,US-2,1,0.2,89.74368391692985,1107.5
C000020_063+0.736_063+0.875_N-20,C000020,63.736,63.875,N-20,0.139,MT-16,1,0.2,95.47205409841457,4126.75
C000280_008+0.487_014+0.708_S-280,C000280,8.487,14.708,S-280,6.232,S-280,33,6.6,595.9552052987492,486.6
C000551_000+0.000_001+0.127_S-551,C000551,0.0,1.127,S-551,1.13,S-551,0,0.0,0.0,104.5
C000225_023+0.428_038+0.165_S-225,C000225,23.428,38.165,S-225,14.728,S-225,0,0.0,0.0,38.75
C000001_278+0.171_278+0.321_N-1,C000001,278.171,278.321,N-1,0.15,US-2,0,0.0,0.0,1731.75
C000001_471+0.609_471+0.814_N-1,C000001,471.609,471.814,N-1,0.205,US-2,4,0.8,291.44302619079355,3666.5
C000220_000+0.000_005+0.799_S-220,C000220,0.0,5.799,S-220,5.898,S-220,8,1.6,91.28374392667217,813.75
C000001_123+0.616_124+0.035_N-1,C000001,123.616,124.035,N-1,0.436,US-2,26,5.2,171.068001723777,19090.5
C000115_001+0.020_001+0.379_I-115,C000115,1.02,1.379,I-115,0.359,BR I-15/90/I-115,1,0.2,35.47888724234711,4299.666666666667
C000276_003+0.969_007+0.876_S-276,C000276,3.969,7.876,S-276,3.899,S-276,3,0.6,458.01470217422997,92.0
C000004_056+0.370_057+0.502_N-4,C000004,56.37,57.502,N-4,1.134,US-310,17,3.4,146.16722423603127,5616.75
C000090_408+0.636_426+0.365_I-90,C000090,408.636,426.365,I-90,17.784,I-90,300,60.0,74.97993753113808,12321.0
C000005_000+0.000_000+0.073_N-5,C000005,0.0,0.073,N-5,0.073,MT-200/US-93,9,1.8,568.9670064798196,11866.75
C000051_027+0.251_027+0.797_P-51,C000051,27.251,27.797,P-51,0.546,MT-200,0,0.0,0.0,282.75
C000050_020+0.510_028+0.309_N-50,C000050,20.51,28.309,N-50,7.845,US-191/US-20/US-287,0,0.0,0.0,2406.75
C000224_010+0.890_018+0.934_S-224,C000224,10.89,18.934,S-224,8.007,S-224,1,0.2,77.42920123548203,88.33333333333333
C000001_611+0.683_612+0.088_N-1,C000001,611.683,612.088,N-1,0.401,US-2,3,0.6,85.21856805000846,4807.75
C000050_081+0.082_081+0.169_N-50,C000050,81.082,81.169,N-50,0.087,US-191/US-20/US-287,7,1.4,247.28671168954008,17818.75
